dz_code,prov_code,prov_name,city_name,n_persons,n_surnames,hhi,top1_surname,top1_share,top2_surname,top2_share,top3_surname,top3_share,top4_surname,top4_share,top5_surname,top5_share
6328,63,青海省,海西蒙古族藏族自治州,2314,208,0.069434,无,0.19274,马,0.101556,李,0.08427,王,0.07822,张,0.061366
6401,64,宁夏回族自治区,银川市,6121,263,0.042738,王,0.100147,马,0.099003,李,0.081523,杨,0.06976,张,0.065512
6402,64,宁夏回族自治区,石嘴山市,2942,185,0.048623,马,0.115568,王,0.112508,李,0.078178,张,0.076818,刘,0.057444
6403,64,宁夏回族自治区,吴忠市,5297,193,0.080901,马,0.21465,李,0.097036,杨,0.093072,王,0.083443,张,0.065131
6404,64,宁夏回族自治区,固原市,6224,201,0.076201,马,0.216581,王,0.107808,李,0.074711,张,0.068123,杨,0.05045
6405,64,宁夏回族自治区,中卫市,4561,173,0.048228,马,0.105459,张,0.094497,李,0.091208,王,0.077615,田,0.062925
6501,65,新疆维吾尔自治区,乌鲁木齐市,3903,531,0.03076,王,0.096592,李,0.073277,张,0.068665,马,0.049193,刘,0.048168
6502,65,新疆维吾尔自治区,克拉玛依市,699,184,0.028209,王,0.084406,李,0.077253,刘,0.064378,张,0.054363,赵,0.038627
6521,65,新疆维吾尔自治区,吐鲁番地区,429,84,0.041735,马,0.111888,李,0.086247,张,0.067599,王,0.067599,陈,0.051282
6522,65,新疆维吾尔自治区,哈密地区,1185,293,0.025998,王,0.093671,李,0.077637,张,0.059916,刘,0.033755,马,0.031224
6523,65,新疆维吾尔自治区,昌吉回族自治州,3054,234,0.03955,张,0.09463,王,0.093648,李,0.075639,无,0.064506,刘,0.050098
6527,65,新疆维吾尔自治区,博尔塔拉蒙古自治州,1058,125,0.107064,无,0.299622,张,0.068053,王,0.063327,刘,0.042533,李,0.034972
6528,65,新疆维吾尔自治区,巴音郭楞蒙古自治州,2463,493,0.024134,无,0.084856,张,0.056435,马,0.053187,李,0.051563,王,0.049127
6529,65,新疆维吾尔自治区,阿克苏地区,5168,139,0.695792,无,0.833591,张,0.014899,王,0.013545,李,0.012577,刘,0.010255
6530,65,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,1406,26,0.926126,无,0.962304,刘,0.006401,吴,0.003556,张,0.002845,何,0.002845
6531,65,新疆维吾尔自治区,喀什地区,8464,120,0.854916,无,0.924504,李,0.006262,王,0.006026,刘,0.005907,张,0.005317
6532,65,新疆维吾尔自治区,和田地区,4047,501,0.379113,无,0.614776,买买提,0.017544,依明,0.012602,肉孜,0.00766,艾合买提,0.00766
6540,65,新疆维吾尔自治区,伊犁哈萨克自治州,5232,232,0.205757,无,0.4375,马,0.077026,张,0.045298,王,0.044916,李,0.038035
6542,65,新疆维吾尔自治区,塔城地区,2701,184,0.086747,无,0.255091,王,0.074417,李,0.066272,张,0.059608,马,0.049981
6543,65,新疆维吾尔自治区,阿勒泰地区,1418,440,0.038578,无,0.166432,李,0.050776,王,0.050776,张,0.035261,马,0.027504
6590,65,新疆维吾尔自治区,新疆直辖县市,1679,181,0.0379,无,0.092317,张,0.078618,王,0.075045,李,0.069089,杨,0.057177
